uid,iid
717,146
717,700
718,46
718,867
718,1236
718,1269
718,1377
718,1284
719,46
719,506
719,799
719,520
719,902
719,822
720,46
720,81
720,68
720,115
721,368
721,46
721,1023
721,1257
722,46
722,901
722,1053
722,1287
722,1443
722,1458
723,46
723,865
723,1236
723,1257
724,265
724,266
724,268
724,1377
725,46
725,205
725,302
725,382
725,431
725,447
725,496
725,708
726,503
726,46
726,1398
726,1450
726,1458
727,700
727,1391
727,46
727,1458
727,1615
728,46
728,688
728,817
728,1087
728,1160
728,1309
728,1319
729,64
729,120
729,184
729,381
729,453
729,713
729,1001
730,46
730,626
730,843
730,494
730,1087
730,1026
730,1210
731,264
731,410
731,865
731,1257
731,1327
731,1392
732,384
732,46
732,567
732,504
732,902
732,1183
733,143
733,153
733,46
733,280
734,46
734,94
734,60
734,549
734,645
734,650
734,695
734,784
734,814
734,889
734,904
734,905
734,910
734,921
734,1034
734,1045
734,1054
734,1160
734,283
734,1352
734,1348
734,1353
734,1390
734,1396
734,1388
734,1429
734,1434
734,1435
734,1436
734,1455
734,1458
734,1527
734,1544
734,1570
735,470
735,570
735,690
735,46
736,46
736,522
736,1045
736,638
736,1203
736,1213
736,1249
737,244
737,46
737,867
737,1257
738,153
738,46
738,378
738,217
739,79
739,46
739,424
739,361
739,557
739,594
739,701
739,638
739,822
739,874
739,1377
740,199
740,46
740,328
740,868
741,46
741,153
741,64
741,341
741,502
741,982
741,1001
741,1257
742,46
742,280
742,539
742,973
743,315
743,46
743,1024
743,1123
743,977
744,520
744,810
744,46
744,1086
745,124
745,218
745,257
745,46
745,269
745,445
745,868
745,1155
746,502
746,504
746,1057
746,1160
746,1522
747,46
747,328
747,901
747,1180
747,504
748,46
748,504
748,785
748,1257
748,1269
749,95
749,98
749,99
749,46
749,124
749,280
749,188
749,531
749,457
750,46
750,153
750,217
750,378
750,937
751,46
751,65
751,224
751,351
751,598
751,573
752,46
752,786
752,900
752,822
752,905
752,937
752,1001
752,1069
752,1086
752,1185
752,901
752,1565
753,803
753,1257
753,1324
753,46
753,1388
753,1556
754,46
754,250
754,305
754,1200
755,1143
755,1391
755,1395
755,1398
756,99
756,46
756,151
756,244
756,731
757,46
757,243
757,283
757,867
757,1087
757,1220
757,1057
758,46
758,453
758,652
758,1087
758,1183
758,1184
759,116
759,652
759,939
759,962
760,1185
760,46
760,1551
760,1550
760,1557
760,1555
761,46
761,283
761,784
761,246
762,46
762,1285
762,1373
762,76
763,46
763,202
763,363
763,56
764,254
764,46
764,693
764,1223
765,47
765,152
765,46
765,231
766,68
766,780
766,786
766,885
766,886
766,898
766,927
766,939
766,47
766,1257
767,504
767,901
767,1045
767,47
768,47
768,64
768,453
768,379
768,725
768,970
768,1057
768,1357
768,716
769,47
769,379
769,775
769,1181
770,349
770,47
770,906
770,453
771,434
771,47
771,623
771,742
771,1291
771,1445
772,123
772,453
772,865
772,1001
773,885
773,970
773,47
773,1257
774,47
774,85
774,560
774,657
774,871
774,1348
775,652
775,47
775,1160
775,1184
775,1653
776,189
776,47
776,970
776,831
777,865
777,885
777,47
777,1570
777,1589
778,53
778,48
778,507
778,569
778,704
778,436
778,775
778,778
778,902
778,1229
779,48
779,105
779,163
779,478
779,1007
780,305
780,48
780,598
780,773
780,860
780,905
780,1034
780,1160
781,49
781,184
781,726
781,1123
781,142
782,49
782,555
782,956
782,1069
782,1352
783,82
783,105
783,264
783,341
783,588
783,609
783,652
783,783
783,972
783,49
783,1091
783,1094
783,1103
783,1146
783,1184
783,1229
783,1307
783,1401
783,1620
784,49
784,92
784,148
784,557
785,453
785,49
785,1001
785,1206
786,49
786,222
786,273
786,360
786,95
786,545
787,49
787,123
787,524
787,887
787,64
787,1255
787,1280
787,1281
788,49
788,1182
788,1183
788,1548
789,504
789,564
789,785
789,1324
790,905
790,910
790,938
790,1001
790,1450
791,49
791,451
791,736
791,738
791,836
791,1258
791,1288
792,49
792,190
792,320
792,506
792,678
792,811
793,49
793,836
793,899
793,459
793,1236
793,1280
793,1070
793,1654
794,49
794,56
794,91
794,110
794,1257
794,57
795,49
795,328
795,453
795,539
795,652
795,973
796,49
796,460
796,735
796,795
796,1001
796,1557
796,1620
797,49
797,836
797,1236
797,1350
797,1368
797,1404
797,1549
797,1654
798,49
798,64
798,123
798,153
798,341
798,217
798,726
798,849
798,855
799,96
799,49
799,504
799,528
799,785
799,810
799,1257
799,1288
799,379
800,49
800,268
800,339
800,266
800,524
800,632
800,679
800,735
800,928
801,119
801,49
801,478
801,704
802,49
802,381
802,504
802,1057
802,1183
802,1185
802,1187
803,49
803,161
803,369
803,678
803,679
803,928
803,1109
804,49
804,328
804,795
804,652
805,1258
805,49
805,1365
805,1348
805,1495
805,1549
805,1562
805,1615
805,1394
805,1651
806,49
806,154
806,795
806,930
806,692
807,77
807,49
807,836
807,1258
807,561
808,49
808,481
808,473
808,779
809,184
809,328
809,566
809,652
810,57
810,82
810,91
810,105
810,49
810,282
810,704
810,786
810,883
811,49
811,900
811,1446
811,1450
811,1604
812,49
812,314
812,700
812,836
812,865
812,906
812,911
812,940
812,1123
812,1258
812,1330
812,141
812,1408
812,1457
813,49
813,501
813,763
813,634
814,49
814,153
814,208
814,135
814,644
814,652
814,659
814,679
814,217
814,740
814,889
814,973
814,1001
814,1034
814,1055
814,724
814,1304
815,474
815,669
815,49
815,1058
816,375
816,387
816,49
816,1134
816,1415
817,49
817,568
817,866
817,1255
817,1291
817,1057
817,1362
817,1495
817,1365
817,1636
818,50
818,1227
818,758
818,1425
819,200
819,252
819,304
819,50
819,305
819,339
819,351
819,368
819,521
819,531
819,537
819,689
819,753
819,773
819,359
819,958
819,1009
819,1044
819,1168
820,379
820,50
820,709
820,705
821,50
821,812
821,887
821,1307
821,1340
821,1425
821,1464
821,1524
822,361
822,720
822,1602
822,50
823,238
823,384
823,51
823,577
823,726
824,319
824,678
824,679
824,786
825,315
825,390
825,608
825,609
825,616
825,51
825,637
825,684
825,698
825,707
825,779
825,963
826,92
826,51
826,734
826,778
826,989
826,1017
826,1135
826,1257
826,602
826,1377
826,1396
827,51
827,73
827,120
827,53
827,179
827,185
827,209
827,232
827,243
827,726
828,51
828,114
828,737
828,855
829,51
829,786
829,532
829,885
830,51
830,54
830,55
830,85
830,89
830,90
830,111
830,53
830,156
830,157
830,180
830,194
830,214
830,215
830,238
830,243
830,245
830,339
830,342
830,439
830,158
830,452
830,502
830,506
830,614
830,978
830,1015
830,1143
830,1160
830,1198
830,1319
830,1363
830,1376
830,1472
830,1516
830,1558
831,51
831,53
831,214
831,439
831,441
831,351
831,614
831,615
831,649
831,686
831,789
831,598
831,832
831,846
831,856
831,997
832,51
832,143
832,92
832,695
833,51
833,453
833,114
833,504
833,652
833,831
833,1001
833,498
834,51
834,440
834,506
834,726
835,51
835,528
835,797
835,1124
835,1257
835,864
836,456
836,51
836,581
836,663
836,688
836,747
837,85
837,1160
837,1403
837,1522
838,94
838,110
838,161
838,51
838,528
838,849
838,1124
838,1304
839,379
839,51
839,1114
839,1037
840,51
840,99
840,784
840,211
841,51
841,137
841,422
841,885
841,930
842,63
842,66
842,51
842,120
842,209
842,726
843,64
843,114
843,726
843,1184
844,51
844,640
844,1058
844,1162
844,726
844,1545
844,1350
845,51
845,726
845,977
845,371
846,51
846,114
846,864
846,1257
847,51
847,1030
847,1032
847,1184
847,1529
847,1530
848,1093
848,1135
848,51
848,1384
848,1183
849,51
849,453
849,726
849,1337
850,52
850,865
850,885
850,1034
850,1291
850,1404
851,52
851,652
851,921
851,1001
851,1003
852,52
852,832
852,1001
852,1049
852,113
853,52
853,416
853,800
853,1282
853,1550
853,1551
853,1556
853,1496
854,52
854,184
854,64
854,524
854,671
855,69
855,113
855,152
855,199
856,322
856,815
856,865
856,52
857,53
857,105
857,187
857,215
857,111
858,143
858,53
858,245
858,502
858,214
859,342
859,53
859,523
859,520
859,883
859,887
860,54
860,111
860,83
860,341
860,439
860,532
860,577
860,598
860,649
860,775
860,822
860,831
860,887
860,904
860,1029
861,55
861,54
861,362
861,369
861,370
861,446
861,686
861,914
861,920
861,960
861,1079
861,1109
861,1257
861,118
861,1274
861,1273
861,1384
861,1377
861,1645
862,65
862,66
862,111
862,125
862,54
862,322
862,504
862,516
862,726
862,245
862,815
863,54
863,63
863,87
863,77
863,187
863,194
864,111
864,215
864,54
864,781
864,795
864,905
865,105
865,119
865,187
865,214
865,282
866,56
866,295
866,275
866,407
866,388
867,56
867,171
867,332
867,898
867,902
867,1386
867,1495
868,56
868,57
868,91
868,453
868,283
868,1001
869,56
869,57
869,1001
869,91
869,1085
870,57
870,95
870,124
870,154
870,244
870,504
870,580
870,587
870,600
870,637
870,776
870,802
870,810
870,865
870,1010
870,1181
870,1182
870,1236
870,1267
870,1288
871,132
871,885
871,1388
871,1389
871,1392
871,1404
871,1495
871,1549
872,453
872,1001
872,1236
872,1446
872,1557
873,56
873,124
873,57
873,305
873,309
873,453
873,652
873,865
873,970
873,1004
873,1046
873,1495
873,1536
874,56
874,1064
874,1153
874,1238
874,1306
874,1380
874,91
874,1475
874,1492
875,56
875,91
875,865
875,57
876,57
876,56
876,447
876,650
876,188
876,1257
876,1556
876,1557
877,56
877,57
877,173
877,223
877,91
878,57
878,91
878,56
878,1185
879,57
879,56
879,504
879,564
879,771
879,785
879,839
879,1286
880,916
880,1087
880,1447
880,56
881,124
881,218
881,283
881,779
881,1304
882,56
882,695
882,846
882,889
882,905
882,921
882,1104
882,1257
882,671
883,56
883,480
883,91
883,1172
883,1171
883,1184
883,1181
883,1552
884,56
884,271
884,389
884,1551
885,56
885,253
885,363
885,1516
885,1549
886,56
886,91
886,363
886,439
886,649
886,885
886,351
886,1549
887,131
887,179
887,288
887,457
887,469
887,57
887,715
887,1015
887,743
887,1212
887,1465
888,172
888,57
888,495
888,278
888,642
889,57
889,161
889,164
889,200
889,229
889,250
889,252
889,256
889,458
889,470
889,73
889,811
889,869
889,1134
889,1184
889,1284
889,506
890,57
890,243
890,252
890,363
890,226
890,379
891,57
891,554
891,865
891,652
892,57
892,580
892,1223
892,1236
892,1363
893,57
893,618
893,1037
893,1555
894,162
894,457
894,629
894,694
894,766
894,825
894,851
894,57
894,1445
895,57
895,91
895,179
895,351
895,371
895,434
895,490
895,846
895,955
895,989
895,930
895,1284
896,453
896,57
896,652
896,691
896,812
897,63
897,64
897,65
897,68
898,257
898,520
898,652
898,680
898,794
898,1191
899,57
899,472
899,548
899,564
899,672
900,63
900,58
900,68
900,124
900,218
900,432
900,549
900,652
900,822
901,58
901,785
901,905
901,504
902,123
902,326
902,379
902,503
902,58
902,646
902,795
902,542
902,1258
902,1264
902,1307
902,1615
903,59
903,370
903,379
903,1026
903,1144
903,369
904,59
904,900
904,1010
904,1237
904,928
904,1257
905,652
905,59
905,1549
905,1557
906,361
906,480
906,822
906,59
907,341
907,566
907,59
907,1229
908,142
908,148
908,59
908,798
908,1001
908,785
908,1229
908,1495
909,434
909,614
909,59
909,969
909,1095
909,1184
910,142
910,148
910,153
910,217
910,902
910,1045
911,95
911,59
911,305
911,420
911,432
911,441
911,472
911,553
911,652
911,695
911,822
911,939
911,273
911,1293
911,1429
912,59
912,361
912,1001
912,1082
912,504
913,59
913,153
913,184
913,217
913,245
913,340
913,381
913,542
913,785
914,59
914,504
914,785
914,798
914,1171
914,1185
914,1288
914,1619
915,59
915,889
915,915
915,768
916,198
916,290
916,59
916,340
917,76
917,161
917,59
917,1549
917,1551
918,831
918,59
918,832
918,1109
919,59
919,102
919,249
919,260
919,289
919,304
919,305
919,322
919,341
919,351
919,355
919,379
919,394
919,418
919,421
919,422
919,423
919,439
919,441
919,443
919,451
919,455
919,464
919,470
919,472
919,473
919,478
919,481
919,483
919,487
919,501
919,502
919,504
919,507
919,513
919,515
919,521
919,522
919,524
919,527
919,528
919,531
919,532
919,538
919,549
919,567
919,572
919,596
919,598
919,608
919,609
919,614
919,623
919,634
919,639
919,641
919,649
919,657
919,676
919,683
919,689
919,694
919,695
919,700
919,706
919,715
919,176
919,718
919,719
919,731
919,743
919,784
919,787
919,790
919,792
919,805
919,817
919,821
919,831
919,716
919,860
919,873
919,912
919,924
919,941
919,949
919,954
919,978
919,981
919,997
919,1039
919,1057
919,1063
919,1068
919,1073
919,1083
919,1085
919,1122
919,1151
919,1152
919,1160
919,1173
919,1192
919,1219
919,1230
919,843
919,1293
919,1318
919,1378
919,1447
919,1270
919,1461
919,1516
919,1510
919,1598
920,310
920,357
920,480
920,1204
921,92
921,59
921,245
921,379
921,460
921,480
921,504
921,644
921,646
921,754
921,758
921,778
921,785
921,803
921,901
921,928
921,1088
921,1266
921,1275
921,1288
921,1351
921,1364
921,1377
921,1378
921,1557
921,129
921,1672
922,124
922,283
922,457
922,469
922,556
922,59
922,652
922,772
922,937
922,993
922,1331
922,852
922,1457
923,504
923,785
923,885
923,59
924,340
924,453
924,59
924,504
924,506
924,652
924,795
924,811
924,503
924,1057
924,1557
925,316
925,317
925,424
925,652
925,678
925,735
925,1001
926,348
926,361
926,59
926,565
926,811
926,928
926,464
926,1430
926,1548
926,1620
927,654
927,721
927,864
927,961
928,889
928,59
928,1293
928,1227
928,1352
929,124
929,238
929,384
929,577
929,639
929,693
929,59
929,1111
930,669
930,700
930,1124
930,1160
931,453
931,59
931,721
931,504
931,1551
931,1556
931,1557
932,59
932,132
932,84
932,363
932,451
932,497
932,594
932,1351
932,1352
932,1544
932,1620
933,765
933,828
933,832
933,59
933,1293
933,1160
933,1589
934,59
934,464
934,716
934,1001
935,135
935,59
935,480
935,424
936,183
936,1404
936,1489
936,60
937,60
937,449
937,522
937,615
937,840
937,856
937,81
937,935
937,997
937,1012
937,1347
937,866
937,1367
938,504
938,60
938,1291
938,1386
939,127
939,700
939,61
939,885
940,61
940,479
940,315
940,1247
940,1259
941,61
941,83
941,127
941,188
942,68
942,62
942,105
942,124
942,507
942,784
942,762
942,962
942,850
942,1054
942,1153
942,1475
943,65
943,67
943,62
943,656
944,784
944,907
944,973
944,1074
944,1107
944,63
944,1257
944,1388
944,1413
944,1252
945,66
945,214
945,726
945,63
946,67
946,68
946,63
946,1085
947,63
947,64
947,785
947,812
947,814
947,815
947,850
947,934
947,1001
947,1206
947,1464
947,1489
947,1544
948,63
948,68
948,96
948,439
948,729
949,1357
949,1402
949,1455
949,1458
950,479
950,488
950,704
950,726
950,898
951,822
951,918
951,1043
951,1044
951,1053
951,63
951,1251
951,1195
951,1287
951,1415
951,1386
951,1511
952,63
952,187
952,214
952,282
952,66
952,631
953,63
953,122
953,243
953,95
954,123
954,232
954,64
954,479
954,504
954,815
954,422
954,1123
954,901
955,64
955,637
955,1001
955,1117
955,1127
955,1131
955,1307
956,64
956,148
956,184
956,142
956,260
956,781
956,1557
957,64
957,184
957,678
957,453
958,184
958,227
958,524
958,973
958,1378
958,1557
959,341
959,498
959,735
959,1085
960,64
960,328
960,123
960,735
960,1057
961,176
961,184
961,217
961,378
961,795
961,810
961,1123
961,1134
961,1307
961,1363
961,1380
961,1394
961,1450
962,64
962,557
962,750
962,1302
962,1515
962,1591
963,417
963,503
963,575
963,679
963,718
963,785
963,795
963,64
964,340
964,504
964,64
964,812
964,930
964,1394
964,1464
965,64
965,123
965,341
965,498
965,1229
966,64
966,123
966,1183
966,1257
966,1396
966,1413
967,64
967,836
967,901
967,1001
967,832
967,1257
967,1227
967,1351
968,453
968,504
968,785
968,64
969,64
969,1024
969,1258
969,1307
969,1345
969,1006
970,82
970,123
970,132
970,504
970,1311
970,1314
970,1521
970,1544
971,64
971,232
971,502
971,781
971,930
971,416
971,932
972,460
972,524
972,64
972,679
972,754
973,64
973,530
973,123
973,1186
974,520
974,548
974,716
974,795
974,798
974,812
974,865
974,930
974,64
974,1040
974,1184
974,1206
974,1207
974,1258
974,1267
974,1555
974,1557
974,1109
975,64
975,1034
975,1001
975,1378
975,1494
976,64
976,885
976,1404
976,1392
977,64
977,123
977,652
977,1001
978,424
978,64
978,1057
978,1103
979,328
979,363
979,1001
979,1057
979,64
980,64
980,123
980,234
980,328
980,361
980,363
980,217
980,464
980,480
980,504
980,700
980,716
980,737
980,746
980,775
980,785
980,937
980,1057
980,1324
981,64
981,328
981,453
981,460
981,382
981,735
981,889
981,1001
981,464
981,1495
982,184
982,64
982,1555
982,1557
983,64
983,153
983,341
983,725
984,64
984,952
984,988
984,724
985,94
985,231
985,283
985,1550
985,1551
985,1555
985,1557
986,227
986,368
986,1001
986,64
987,64
987,418
987,504
987,785
987,1291
987,1434
988,123
988,184
988,822
988,1184
988,1255
989,64
989,123
989,161
989,480
989,822
989,1413
989,1556
990,64
990,363
990,328
990,379
990,1389
990,1543
990,1549
990,1555
990,1556
991,123
991,1365
991,1390
991,64
992,64
992,153
992,211
992,243
992,326
992,360
992,183
992,436
993,64
993,352
993,113
993,504
993,591
993,593
993,1055
994,64
994,316
994,317
994,348
994,361
994,369
994,632
994,132
994,928
995,123
995,184
995,465
995,795
995,64
995,1001
995,1257
995,1529
996,64
996,379
996,822
996,123
997,64
997,328
997,123
997,1185
998,378
998,64
998,549
998,805
998,887
999,64
999,123
999,184
999,190
999,219
999,264
999,460
999,644
999,973
999,1304
1000,64
1000,652
1000,1001
1000,1057
1000,1557
1001,453
1001,652
1001,64
1001,679
1001,678
1002,64
1002,363
1002,503
1002,867
1003,123
1003,451
1003,822
1003,1461
1004,64
1004,382
1004,781
1004,822
1004,831
1004,901
1004,930
1004,1069
1004,254
1004,1221
1004,1257
1004,1275
1004,1304
1004,1348
1004,1364
1004,1450
1004,1545
1004,1179
1004,1630
1005,64
1005,328
1005,381
1005,539
1005,740
1005,867
1005,973
1005,1257
1005,530
1005,1555
1006,598
1006,778
1006,815
1006,832
1006,836
1006,846
1006,901
1006,930
1007,64
1007,265
1007,123
1007,928
1007,1304
1008,64
1008,436
1008,867
1008,371
1008,1079
1008,1257
1008,1369
1009,245
1009,506
1009,64
1009,608
1009,811
1009,815
1009,836
1010,264
1010,424
1010,961
1010,64
1011,123
1011,64
1011,1183
1011,502
1011,1256
1012,123
1012,64
1012,453
1012,504
1012,587
1012,652
1012,785
1012,1001
1012,1288
1013,64
1013,700
1013,1001
1013,1236
1014,64
1014,798
1014,831
1014,1057
1015,64
1015,422
1015,479
1015,839
1015,1123
1015,1347
1015,1394
1015,1478
1015,1499
1015,1628
1015,1648
1016,184
1016,64
1016,1057
1016,1257
1017,266
1017,268
1017,460
1017,632
1017,655
1017,760
1017,961
1018,64
1018,202
1018,464
1018,473
1018,634
1018,783
1019,64
1019,260
1019,274
1019,183
1020,64
1020,123
1020,142
1020,652
1020,1001
1020,1055
1021,254
1021,64
1021,305
1021,453
1022,123
1022,64
1022,341
1022,498
1022,504
1022,775
1022,783
1022,1001
1022,1229
1022,1288
1023,64
1023,424
1023,636
1023,901
1023,1351
1023,1443
1024,153
1024,217
1024,266
1024,378
1025,123
1025,64
1025,822
1025,813
1026,123
1026,460
1026,654
1026,735
1026,1550
1026,1551
1026,1556
1027,504
1027,822
1027,64
1027,1288
1028,84
1028,795
1028,811
1028,822
1028,883
1028,885
1028,899
1028,937
1028,1001
1028,1225
1028,1275
1028,1388
1029,328
1029,735
1029,778
1029,64
1030,123
1030,64
1030,248
1030,341
1030,520
1030,775
1030,810
1030,1555
1031,92
1031,152
1031,64
1031,245
1031,812
1031,898
1032,504
1032,64
1032,1184
1032,1288
1032,1147
1033,372
1033,479
1033,488
1033,520
1033,559
1033,65
1033,810
1033,660
1033,902
1033,932
1033,1007
1034,119
1034,128
1034,188
1034,209
1034,323
1034,381
1035,65
1035,158
1035,252
1035,155
1035,1272
1035,1301
1036,69
1036,65
1036,528
1036,1284
1036,1339
1037,65
1037,562
1037,660
1037,84
1037,871
1037,930
1037,1350
1037,1368
1037,1425
1037,782
1038,232
1038,373
1038,384
1038,577
1038,810
1038,1255
1039,67
1039,65
1039,764
1039,921
1040,1394
1040,66
1040,1446
1040,1514
1040,1395
1041,66
1041,260
1041,114
1041,504
1041,678
1042,87
1042,117
1042,214
1042,66
1043,123
1043,561
1043,567
1043,911
1044,330
1044,66
1044,505
1044,470
1045,67
1045,383
1045,846
1045,1257
1046,67
1046,211
1046,902
1046,930
1046,832
1046,1549
1046,1555
1046,1556
1046,1557
1046,1516
1047,67
1047,785
1047,910
1047,1365
1048,67
1048,1184
1048,1183
1048,1555
1049,67
1049,216
1049,778
1049,652
1050,68
1050,898
1050,901
1050,930
1050,326
1050,1184
1051,68
1051,862
1051,469
1051,1380
1051,1424
1051,1259
1051,1458
1052,901
1052,903
1052,913
1052,1250
1052,1354
1052,1438
1053,68
1053,73
1053,120
1053,209
1053,339
1053,95
1053,556
1053,650
1053,665
1053,843
1053,846
1053,363
1053,867
1053,945
1053,992
1053,1007
1053,1087
1053,1109
1053,1160
1053,1183
1053,1257
1053,930
1053,1285
1053,1284
1053,1555
1053,1549
1053,1562
1054,68
1054,95
1054,122
1054,143
1054,161
1054,124
1054,173
1054,175
1054,188
1054,239
1054,373
1054,463
1054,204
1054,860
1054,874
1054,881
1054,954
1054,1025
1054,1079
1055,76
1055,121
1055,180
1055,216
1056,68
1056,1085
1056,1391
1056,1495
1056,1549
1056,1557
1057,119
1057,260
1057,68
1057,308
1057,808
1057,871
1057,898
1057,1281
1057,1297
1057,1386
1058,74
1058,323
1058,68
1058,522
1058,383
1058,638
1058,559
1058,745
1058,780
1059,68
1059,139
1059,311
1059,313
1059,314
1059,356
1059,1386
1060,68
1060,143
1060,237
1060,322
1060,466
1060,523
1060,742
1060,255
1060,851
1060,858
1060,883
1060,912
1060,1250
1061,68
1061,245
1061,507
1061,184
1061,1377
1061,1493
1061,1332
1062,73
1062,153
1062,161
1062,452
1062,68
1063,68
1063,212
1063,698
1063,898
1063,203
1063,1150
1063,1420
1064,125
1064,68
1064,898
1064,1046
1064,1386
1065,95
1065,153
1065,68
1065,188
1065,217
1065,260
1065,351
1065,368
1065,179
1065,469
1065,490
1065,573
1065,598
1065,753
1065,394
1065,867
1065,846
1066,68
1066,270
1066,284
1066,298
1067,822
1067,885
1067,887
1067,898
1067,901
1067,902
1067,906
1068,68
1068,266
1068,234
1068,898
1069,68
1069,234
1069,521
1069,536
1069,641
1069,718
1069,296
1069,787
1069,843
1069,808
1069,898
1069,1110
1069,921
1069,1373
1069,1478
1070,639
1070,901
1070,1264
1070,1377
1070,68
1070,1527
1070,1544
1071,68
1071,197
1071,255
1071,490
1071,898
1072,68
1072,368
1072,385
1072,525
1073,68
1073,73
1073,128
1073,120
1073,209
1074,152
1074,69
1074,531
1074,555
1074,570
1074,412
1075,152
1075,153
1075,217
1075,378
1076,69
1076,152
1076,92
1076,795
1077,70
1077,99
1077,86
1077,110
1078,364
1078,812
1078,891
1078,1001
1078,1036
1078,71
1078,1290
1078,1393
1078,1495
1079,547
1079,71
1079,738
1079,891
1079,1016
1079,1057
1079,1237
1079,1377
1080,71
1080,908
1080,1179
1080,1220
1081,336
1081,501
1081,572
1081,763
1081,1106
1082,904
1082,71
1082,1296
1082,1349
1082,1521
1082,1601
1082,1604
1083,72
1083,1059
1083,1236
1083,1549
1084,103
1084,72
1084,374
1084,650
1084,777
1084,778
1084,858
1084,922
1084,1105
1084,1109
1084,1227
1085,72
1085,117
1085,218
1085,502
1086,117
1086,72
1086,865
1086,1184
1086,1473
1086,1519
1086,1551
1086,1556
1087,72
1087,443
1087,539
1087,595
1087,810
1087,939
1087,973
1087,1001
1088,72
1088,567
1088,218
1088,1489
1089,117
1089,72
1089,124
1089,900
1089,905
1089,1045
1089,1434
1090,73
1090,120
1090,209
1090,361
1090,453
1090,652
1090,1001
1090,1134
1090,1229
1091,120
1091,73
1091,209
1091,179
1091,373
1092,73
1092,120
1092,574
1092,930
1092,932
1093,75
1093,120
1093,209
1093,260
1093,73
1094,358
1094,717
1094,822
1094,939
1094,1404
1094,1570
1095,120
1095,341
1095,73
1095,1087
1096,124
1096,209
1096,218
1096,865
1097,120
1097,194
1097,209
1097,73
1097,1312
1097,1351
1097,1358
1097,1379
1097,1384
1097,1408
1097,1429
1098,120
1098,188
1098,209
1098,866
1099,120
1099,209
1099,73
1099,244
1099,434
1100,73
1100,506
1100,520
1100,811
1100,1257
1101,74
1101,689
1101,765
1101,806
1101,652
1102,74
1102,865
1102,1183
1102,1184
1102,1392
1103,74
1103,150
1103,486
1103,868
1104,142
1104,148
1104,202
1104,273
1104,74
1104,340
1104,341
1104,498
1104,504
1104,726
1104,786
1104,790
1104,795
1104,811
1104,834
1104,853
1104,865
1104,872
1104,902
1104,1029
1104,1095
1104,1134
1104,1160
1104,1184
1104,1187
1104,1236
1104,1257
1104,1288
1104,1291
1104,1313
1105,150
1105,74
1105,855
1105,1408
1106,865
1106,74
1106,1392
1106,1291
1107,340
1107,447
1107,503
1107,785
1108,75
1108,164
1108,207
1108,334
1108,537
1108,418
1108,843
1109,94
1109,121
1109,231
1109,249
1110,75
1110,131
1110,329
1110,695
1111,561
1111,1072
1111,1258
1111,1350
1111,1368
1112,77
1112,180
1112,148
1112,902
1112,557
1113,705
1113,935
1113,1076
1113,1321
1114,77
1114,652
1114,846
1114,1079
1114,1001
1114,1087
1114,1562
1114,1368
1115,217
1115,1257
1115,1549
1115,1557
1116,78
1116,812
1116,891
1116,906
1117,78
1117,327
1117,186
1117,484
1117,561
1117,456
1118,293
1118,463
1118,551
1118,1350
1119,260
1119,79
1119,286
1119,333
1119,398
1119,399
1119,933
1119,1046
1119,1076
1119,1618
1120,83
1120,733
1120,871
1120,887
1120,1365
1120,1368
1120,1413
1120,1425
1120,1435
1120,1455
1120,1521
1120,79
1121,252
1121,79
1121,355
1121,568
1122,97
1122,126
1122,162
1122,604
1122,680
1122,80
1123,97
1123,126
1123,162
1123,80
1123,878
1123,1149
1124,97
1124,126
1124,162
1124,581
1125,115
1125,81
1125,180
1125,553
1125,151
1125,1257
1125,1291
1125,1371
1125,1367
1126,249
1126,549
1126,564
1126,576
1127,115
1127,188
1127,195
1127,199
1127,217
1127,219
1127,245
1127,248
1127,249
1127,296
1127,81
1128,418
1128,496
1128,503
1128,795
1129,320
1129,504
1129,785
1129,909
1130,94
1130,132
1130,1087
1130,1184
1131,82
1131,142
1131,557
1131,865
1132,82
1132,232
1132,504
1132,652
1132,811
1132,132
1132,1134
1133,637
1133,1057
1133,1257
1133,1550
1133,1556
1133,1557
1134,328
1134,361
1134,498
1134,82
1135,82
1135,439
1135,523
1135,772
1135,786
1135,1236
1136,82
1136,898
1136,901
1136,908
1137,396
1137,500
1137,582
1137,811
1137,889
1137,926
1137,1081
1137,1227
1137,1237
1137,1251
1137,1316
1137,1322
1137,1392
1137,1448
1137,1469
1137,1550
1138,132
1138,786
1138,924
1138,1007
1139,132
1139,142
1139,424
1139,453
1139,480
1139,539
1139,557
1139,652
1139,1001
1140,481
1140,503
1140,811
1140,82
1141,82
1141,453
1141,504
1141,652
1141,902
1141,1001
1141,1236
1141,1257
1142,326
1142,864
1142,911
1142,986
1143,114
1143,123
1143,928
1143,1004
1143,1160
1144,83
1144,693
1144,615
1144,1196
1145,83
1145,678
1145,679
1145,808
1145,871
1145,1258
1145,1281
1145,1351
1145,1368
1146,119
1146,83
1146,1007
1146,1257
1147,83
1147,1180
1147,528
1147,1184
1147,1257
1147,1324
1147,1550
1147,1557
1148,84
1148,724
1148,1255
1148,1373
1148,283
1148,1495
1149,85
1149,119
1149,84
1149,245
1149,592
1150,84
1150,123
1150,520
1150,546
1150,92
1150,810
1150,734
1150,1001
1150,1227
1150,1229
1150,1280
1150,1281
1150,1413
1150,1425
1150,1495
1150,1557
1150,826
1151,85
1151,1549
1151,1555
1151,1557
1151,1450
1152,85
1152,260
1152,355
1152,1180
1152,1293
1153,85
1153,188
1153,423
1153,881
1154,85
1154,439
